DEPARTAMENTO_CIRCUNSCRICAO;SECCIONAL_CIRCUNSCRICAO;MUNICIPIO_CIRCUNSCRICAO;DP_CIRCUNSCRICAO ;HD;Nº DE VÍT HD;ID_DELEGACIA;MÊS ESTATISTICA;ANO ESTATISTICA;DATAHORA_REGISTRO_BO;NUM_BO;ANO_BO;MUNICIPIO_ELABORACAO;DP_ELABORACAO;SEC_ELABORACAO;DEP_ELABORACAO;DATA_FATO;HORA_FATO;DESC_TIPOLOCAL;LOGRADOURO;NUMERO_LOGRADOURO;LATITUDE;LONGITUDE;TIPO_PESSOA;SEXO_PESSOA;IDADE_PESSOA;DATA_NASCIMENTO_PESSOA;COR_PELE;PROFISSAO;NATUREZA_APURADA;2017;Sheet;false
DEINTER 9;SEC Americana;Sumaré;003 DP - Sumaré;1;1;70926;2;2017;21/02/2017;584;2017;SUMARE;DEL.POL.PLANTÃO SUMARE;DEL.SEC.AMERICANA;DEINTER 9 - PIRACICABA;20/02/2017;31/12/1899 19:25:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;29;26/08/1987;Parda;REPOSITOR(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 9;SEC Rio Claro;Torrinha;DM - Torrinha;1;1;70612;2;2017;11/02/2017;68;2017;TORRINHA;DEL.POL.TORRINHA;DEL.SEC.RIO CLARO;DEINTER 9 - PIRACICABA;11/02/2017;31/12/1899 19:20:00;Via pública;RUA JOSÉ CLEMENTE NETO;190;-2,24307E+16;-4,81704E+16;Vítima;Masculino;31;25/05/1985;Branca;AUXILIAR DE SERVIÇOS GERAIS;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 9;SEC São João Boa Vista;Aguaí;DM - Aguaí;1;1;70701;2;2017;03/02/2017;242;2017;AGUAI;DEL.POL.AGUAI;DEL.SEC.S.JOÃO DA BOA VISTA;DEINTER 9 - PIRACICABA;03/02/2017;31/12/1899 10:00:00;Via pública;RODOVIA SP 344 KM 202 - SENTIDO MOGI-GUA;1;-2,20573E+16;-4,69795E+16;Vítima;Feminino;22;14/05/1994;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 9;SEC São João Boa Vista;São João da Boa Vista;002 DP - São João da Boa Vista;1;1;70700;2;2017;28/02/2017;1119;2017;S.JOAO DA BOA VISTA;DEL.SEC.S.JOAO DA BOA VISTA;DEL.SEC.S.JOÃO DA BOA VISTA;DEINTER 9 - PIRACICABA;28/02/2017;31/12/1899 12:53:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;45;09/12/1971;Branca;JORNALEIRO(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Carapicuíba;Barueri;001 DP - Barueri;1;1;30441;2;2017;24/02/2017;380;2017;BARUERI;01º D.P. BARUERI;DEL.SEC.CARAPICUIBA;DEMACRO;24/02/2017;31/12/1899 14:00:00;Comércio e serviços;ESTRADA VELHA DE ITAPEVI;3500;-2,35234E+16;-4,68753E+14;Vítima;Masculino;62;28/06/1954;Parda;COMERCIANTE;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Carapicuíba;Barueri;001 DP - Barueri;1;1;30401;2;2017;05/02/2017;628;2017;BARUERI;DEL.POL.BARUERI;DEL.SEC.CARAPICUIBA;DEMACRO;04/02/2017;A NOITE;Via pública;RUA GONÇALVES DIAS;148;-2,35295E+16;-4,68857E+16;Vítima;Masculino;17;03/06/1999;Parda;ESTUDANTE;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Carapicuíba;Barueri;001 DP - Barueri;1;1;30401;2;2017;05/02/2017;632;2017;BARUERI;DEL.POL.BARUERI;DEL.SEC.CARAPICUIBA;DEMACRO;05/02/2017;DE MADRUGADA;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;23;04/05/1993;Branca;PINTOR(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Carapicuíba;Barueri;001 DP - Barueri;1;1;30401;2;2017;19/02/2017;868;2017;BARUERI;DEL.POL.BARUERI;DEL.SEC.CARAPICUIBA;DEMACRO;19/02/2017;31/12/1899 19:39:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Feminino;30;08/12/1986;Parda;FUNCION.PUBLICO MUNICIPAL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Carapicuíba;Barueri;002 DP - de Barueri;1;1;30609;2;2017;03/02/2017;310;2017;BARUERI;02º D.P. BARUERI;DEL.SEC.CARAPICUIBA;DEMACRO;03/02/2017;31/12/1899 06:30:00;Via pública;RUA JUSSARA;1;-2,35087E+16;-4,68299E+16;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Carapicuíba;Carapicuíba;002 DP - Carapicuiba;1;1;30432;2;2017;03/02/2017;265;2017;CARAPICUIBA;02º D.P. CARAPICUIBA;DEL.SEC.CARAPICUIBA;DEMACRO;03/02/2017;31/12/1899 15:20:00;Via pública;ESTRADA ALDEINHA;0;-2,35693E+16;-4,68311E+16;Vítima;Masculino;23;22/05/1993;Parda;DESEMPREGADO;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Carapicuíba;Carapicuíba;002 DP - Carapicuiba;1;1;30427;2;2017;17/02/2017;1352;2017;CARAPICUIBA;01º D.P. CARAPICUIBA;DEL.SEC.CARAPICUIBA;DEMACRO;16/02/2017;31/12/1899 22:18:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;31;04/09/1985;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Carapicuíba;Carapicuíba;002 DP - Carapicuiba;1;1;30427;2;2017;28/02/2017;1676;2017;CARAPICUIBA;01º D.P. CARAPICUIBA;DEL.SEC.CARAPICUIBA;DEMACRO;28/02/2017;31/12/1899 10:12:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;69;24/10/1947;Branca;AUTONOMO(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Carapicuíba;Carapicuíba;003 DP - Carapicuiba;1;1;30427;2;2017;05/02/2017;1017;2017;CARAPICUIBA;01º D.P. CARAPICUIBA;DEL.SEC.CARAPICUIBA;DEMACRO;05/02/2017;31/12/1899 11:45:00;Saúde;RUA DA PEDREIRA;95;-2,35346E+14;-4,68305E+16;Vítima;Masculino;28;30/10/1988;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Carapicuíba;Itapevi;DM - Itapevi;1;1;30407;2;2017;04/02/2017;862;2017;ITAPEVI;DEL.POL.ITAPEVI;DEL.SEC.CARAPICUIBA;DEMACRO;04/02/2017;31/12/1899 04:00:00;Via pública;RUA SERRA DOS GRADAUS;0;-2,35591E+14;-4,69278E+16;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Carapicuíba;Itapevi;DM - Itapevi;1;1;30407;2;2017;19/02/2017;1270;2017;ITAPEVI;DEL.POL.ITAPEVI;DEL.SEC.CARAPICUIBA;DEMACRO;19/02/2017;31/12/1899 12:17:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Carapicuíba;Itapevi;DM - Itapevi;1;1;30407;2;2017;19/02/2017;1277;2017;ITAPEVI;DEL.POL.ITAPEVI;DEL.SEC.CARAPICUIBA;DEMACRO;19/02/2017;31/12/1899 20:40:00;Via pública;RUA MISSIONARIO MANOEL DE MELO;16;-23534868946;-4,69756E+16;Vítima;Masculino;40;19/11/1976;Parda;VENDEDOR(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Carapicuíba;Jandira;DM - Jandira;1;1;30408;2;2017;05/02/2017;424;2017;JANDIRA;DEL.POL.JANDIRA;DEL.SEC.CARAPICUIBA;DEMACRO;05/02/2017;31/12/1899 00:03:00;Via pública;RUA QUINCAS BERRO D'ÁGUA;1;-2,3547E+16;-4,69028E+16;Vítima;Masculino;20;23/01/1997;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Carapicuíba;Jandira;DM - Jandira;1;1;30408;2;2017;16/02/2017;587;2017;JANDIRA;DEL.POL.JANDIRA;DEL.SEC.CARAPICUIBA;DEMACRO;16/02/2017;31/12/1899 21:25:00;Via pública;RUA SANTO ANDRÉ;264;-2,35461E+16;-4,69004E+16;Vítima;Masculino;54;09/11/1962;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Carapicuíba;Jandira;DM - Jandira;1;1;30408;2;2017;28/02/2017;764;2017;JANDIRA;DEL.POL.JANDIRA;DEL.SEC.CARAPICUIBA;DEMACRO;28/02/2017;31/12/1899 18:10:00;Via pública;RUA RODRIGO GOMES MARIANO;70;-2,35424E+14;-46914761141;Vítima;Masculino;24;13/11/1992;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Carapicuíba;Jandira;DM - Jandira;1;1;30408;2;2017;01/03/2017;766;2017;JANDIRA;DEL.POL.JANDIRA;DEL.SEC.CARAPICUIBA;DEMACRO;28/02/2017;31/12/1899 21:40:00;Via pública;RUA NICOLAU MAYEVSKI;662;-2,35404E+16;-4,68967E+16;Vítima;Masculino;18;16/11/1998;Parda;ESTUDANTE;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Carapicuíba;Jandira;DM - Jandira;null;1;30408;2;2017;01/03/2017;766;2017;JANDIRA;DEL.POL.JANDIRA;DEL.SEC.CARAPICUIBA;DEMACRO;28/02/2017;31/12/1899 21:40:00;Via pública;RUA NICOLAU MAYEVSKI;662;-2,35404E+16;-4,68967E+16;Vítima;Masculino;18;21/12/1998;Branca;TORNEIRO(A) MECANICO;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Carapicuíba;Pirapora do Bom Jesus;DM - Pirapora do Bom Jesus;1;1;30415;2;2017;13/02/2017;496;2017;PIRAPORA DO BOM JESUS;DEL.POL.SANTANA DE PARNAIBA;DEL.SEC.CARAPICUIBA;DEMACRO;13/02/2017;31/12/1899 17:33:00;Via pública;RUA ORLANDO BUCCI;0;-2,3414E+16;-4,69833E+16;Vítima;Masculino;22;08/05/1994;Preta;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Diadema;Diadema;003 DP - Diadema;1;1;30127;2;2017;26/02/2017;961;2017;DIADEMA;03º D.P. DIADEMA;DEL.SEC.DIADEMA;DEMACRO;26/02/2017;31/12/1899 08:00:00;Via pública;TRAVESSA BOA VIAGEM;39;-2,36719E+14;-4,66009E+11;Vítima;Masculino;34;30/05/1982;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Diadema;Diadema;004 DP - Diadema;1;1;30129;2;2017;23/02/2017;553;2017;DIADEMA;04º D.P. DIADEMA;DEL.SEC.DIADEMA;DEMACRO;23/02/2017;31/12/1899 06:10:00;Comércio e serviços;RUA CACHALOTE;506;-2,37264E+16;-4,66217E+16;Vítima;Masculino;63;13/12/1953;Preta;COMERCIANTE;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Diadema;Diadema;004 DP - Diadema;1;1;30122;2;2017;12/02/2017;912;2017;DIADEMA;01º D.P. DIADEMA;DEL.SEC.DIADEMA;DEMACRO;12/02/2017;31/12/1899 10:20:00;Area não ocupada;AVENIDA DOS PEREIRAS;200;-2,37306E+14;-4,66234E+14;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Franco da Rocha;Mairiporã;DM - Mairiporã;1;1;30210;2;2017;04/02/2017;395;2017;MAIRIPORA;DEL.POL.MAIRIPORÃ;DEL.SEC.FRANCO DA ROCHA;DEMACRO;03/02/2017;DE MADRUGADA;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;43;24/02/1973;Outros;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Arujá;DM - Aruja;1;1;30201;2;2017;26/02/2017;718;2017;ARUJA;DEL.POL.ARUJA;DEL.SEC.GUARULHOS;DEMACRO;26/02/2017;31/12/1899 18:00:00;Via pública;RUA MILTON FERREIRA FRANCO;540;-23385191231;-4,63272E+16;Vítima;Masculino;41;16/01/1976;Branca;MOTORISTA;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Guarulhos;002 DP - Guarulhos;1;1;30207;2;2017;01/02/2017;509;2017;GUARULHOS;02º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;01/02/2017;31/12/1899 07:40:00;Via pública;AVENIDA BENJAMIN HARRIS HUNICUTT;1000;-2,34377E+16;-4,65378E+16;Vítima;Masculino;40;NULL;Outros;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Guarulhos;002 DP - Guarulhos;1;1;30207;2;2017;04/02/2017;577;2017;GUARULHOS;02º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;04/02/2017;31/12/1899 16:00:00;Area não ocupada;RODOVIA PRESIDENTE DUTRA (BR 116);227;-2,34983E+16;-4,65595E+16;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Guarulhos;002 DP - Guarulhos;1;1;30207;2;2017;12/02/2017;729;2017;GUARULHOS;02º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;12/02/2017;31/12/1899 13:45:00;Via pública;RUA RIO GRANDE;620;-2,34504E+16;-4,6561E+14;Vítima;Masculino;35;05/05/1981;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Guarulhos;002 DP - Guarulhos;1;1;30207;2;2017;16/02/2017;795;2017;GUARULHOS;02º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;16/02/2017;31/12/1899 00:50:00;Restaurante e afins;RUA VISCONDE DE CAIRÚ;412;-2,3433E+16;-4,65521E+16;Vítima;Masculino;31;05/04/1985;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Guarulhos;002 DP - Guarulhos;1;1;30207;2;2017;18/02/2017;828;2017;GUARULHOS;02º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;18/02/2017;31/12/1899 09:11:00;Via pública;ESTRADA DO CABUÇU;300;-2,3425E+14;-4,65644E+16;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Guarulhos;004 DP - Guarulhos;1;1;30212;2;2017;16/02/2017;1049;2017;GUARULHOS;04º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;15/02/2017;31/12/1899 23:27:00;Via pública;RUA CINCO A;36;-2,34538E+16;-46406515444;Vítima;Masculino;20;26/05/1996;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Guarulhos;004 DP - Guarulhos;1;1;30212;2;2017;28/02/2017;1298;2017;GUARULHOS;04º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;28/02/2017;31/12/1899 22:10:00;Via pública;RUA FELISBURGO;95;-2,34378E+16;-4,64211E+16;Vítima;Masculino;31;12/05/1985;Branca;MOTORISTA;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Guarulhos;006 DP - Guarulhos;1;1;30216;2;2017;02/02/2017;248;2017;GUARULHOS;06º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;02/02/2017;31/12/1899 16:36:00;Area não ocupada;RUA ANTÔNIO MOLINA GARCÍA;135;-2,34639E+16;-4,65087E+16;Vítima;Indefinido;NULL;NULL;Outros;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Guarulhos;007 DP - Guarulhos;1;1;30217;2;2017;01/02/2017;818;2017;GUARULHOS;07º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;31/01/2017;31/12/1899 22:20:00;Saúde;ALAMEDA DOS LÍRIOS;300;-2,34487E+16;-4,64953E+16;Vítima;Masculino;35;17/10/1981;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Guarulhos;007 DP - Guarulhos;1;1;30217;2;2017;03/02/2017;885;2017;GUARULHOS;07º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;03/02/2017;31/12/1899 16:30:00;Via pública;RUA MARIA ELIZA SILVA;121;-2,34066E+14;-4,64707E+16;Vítima;Masculino;42;15/08/1974;Parda;VIDRACEIRO(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Guarulhos;008 DP - Guarulhos;1;1;30212;2;2017;04/02/2017;793;2017;GUARULHOS;04º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;04/02/2017;31/12/1899 13:49:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;37;03/05/1979;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Guarulhos;008 DP - Guarulhos;1;1;30212;2;2017;09/02/2017;909;2017;GUARULHOS;04º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;08/02/2017;31/12/1899 23:40:00;Via pública;RUA DOUTOR VITAL BRASIL;631;-2,34568E+16;-4,64642E+16;Vítima;Masculino;51;12/03/1965;Parda;OPERADOR(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Guarulhos;008 DP - Guarulhos;1;1;30212;2;2017;18/02/2017;1096;2017;GUARULHOS;04º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;17/02/2017;31/12/1899 23:23:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;18;14/11/1998;Outros;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Guarulhos;009 DP - Guarulhos;1;1;30221;2;2017;23/02/2017;471;2017;GUARULHOS;09º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;23/02/2017;31/12/1899 10:09:00;Via pública;ESTRADA ELENCO;2900;-23405619583;-4,64784E+16;Vítima;Indefinido;NULL;NULL;Outros;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Guarulhos;009 DP - Guarulhos;null;1;30221;2;2017;23/02/2017;471;2017;GUARULHOS;09º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;23/02/2017;31/12/1899 10:09:00;Via pública;ESTRADA ELENCO;2900;-23405619583;-4,64784E+16;Vítima;Indefinido;NULL;NULL;Outros;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Guarulhos;009 DP - Guarulhos;1;1;30217;2;2017;07/02/2017;995;2017;GUARULHOS;07º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;07/02/2017;31/12/1899 22:58:00;Centro Comerc./Empresarial;RUA SÃO SEBASTIÃO DA BOA VISTA;310;-2,34222E+14;-4,64945E+14;Vítima;Masculino;50;02/02/1967;Parda;DESEMPREGADO;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Guarulhos;009 DP - Guarulhos;1;1;30217;2;2017;19/02/2017;1316;2017;GUARULHOS;07º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;19/02/2017;31/12/1899 00:30:00;Via pública;AVENIDA SILVESTRE PÍRES DE FREITAS;1872;-2,34161E+16;-4,65075E+16;Vítima;Masculino;21;28/08/1995;Branca;DESEMPREGADO(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Guarulhos;009 DP - Guarulhos;1;1;30217;2;2017;19/02/2017;1317;2017;GUARULHOS;07º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;19/02/2017;31/12/1899 00:20:00;Via pública;AVENIDA PALMIRA ROSSI;653;-2,34016E+14;-4,65196E+14;Vítima;Masculino;18;04/09/1998;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Guarulhos;009 DP - Guarulhos;null;1;30217;2;2017;19/02/2017;1317;2017;GUARULHOS;07º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;19/02/2017;31/12/1899 00:20:00;Via pública;AVENIDA PALMIRA ROSSI;653;-2,34016E+14;-4,65196E+14;Vítima;Masculino;16;13/08/2000;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Guarulhos;Guarulhos;009 DP - Guarulhos;1;1;30217;2;2017;24/02/2017;1530;2017;GUARULHOS;07º D.P. GUARULHOS;DEL.SEC.GUARULHOS;DEMACRO;24/02/2017;PELA MANHÃ;Via pública;ESTRADA DO TANQUE GRANDE;1980;-2,337E+16;-4,64777E+16;Vítima;Indefinido;NULL;NULL;Outros;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Mogi das Cruzes;Ferraz de Vasconcelos;DM - Ferraz de Vasconcelos;1;1;30302;2;2017;01/02/2017;445;2017;FERRAZ DE VASCONCELOS;DEL.POL.FERRAZ DE VASCONCELOS;DEL.SEC.MOGI DAS CRUZES;DEMACRO;01/02/2017;A TARDE;Via pública;ESTRADA DO PAIOL;1;-2,35425E+16;-4,63694E+16;Vítima;Masculino;NULL;NULL;Preta;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Mogi das Cruzes;Poá;DM - Poá;null;1;30315;2;2017;15/02/2017;63;2017;POA;SETOR HOM.SEC. MOGI CRUZES;DEL.SEC.MOGI DAS CRUZES;DEMACRO;15/02/2017;31/12/1899 07:20:00;Via pública;RUA JORGE TOME;80;-2,35474E+16;-4,63531E+16;Vítima;Masculino;58;14/10/1958;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Mogi das Cruzes;Poá;DM - Poá;1;1;30315;2;2017;15/02/2017;63;2017;POA;SETOR HOM.SEC. MOGI CRUZES;DEL.SEC.MOGI DAS CRUZES;DEMACRO;15/02/2017;31/12/1899 07:20:00;Via pública;RUA JORGE TOME;80;-2,35474E+16;-4,63531E+16;Vítima;Feminino;28;19/09/1988;Branca;PROFESSOR(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Mogi das Cruzes;Poá;DM - Poá;1;1;30308;2;2017;26/02/2017;832;2017;POA;DEL.POL.POA;DEL.SEC.MOGI DAS CRUZES;DEMACRO;26/02/2017;31/12/1899 14:05:00;Via pública;RUA SÃO JOSÉ DO RIO PRETO;168;-23544821234;-46352500745;Vítima;Masculino;38;17/09/1978;Branca;OPERADOR DE MAQUINA;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Mogi das Cruzes;Suzano;002 DP - Suzano;1;1;30309;2;2017;12/02/2017;783;2017;SUZANO;DEL.POL.SUZANO;DEL.SEC.MOGI DAS CRUZES;DEMACRO;12/02/2017;31/12/1899 13:00:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;25;14/06/1991;Parda;AUTONOMO(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Mogi das Cruzes;Suzano;002 DP - Suzano;1;1;30309;2;2017;28/02/2017;1062;2017;SUZANO;DEL.POL.SUZANO;DEL.SEC.MOGI DAS CRUZES;DEMACRO;28/02/2017;31/12/1899 10:50:00;Area não ocupada;ESTRADA JOSÉ CONCEIÇÃO;0;-2,35117E+16;-4,62843E+16;Vítima;Masculino;NULL;NULL;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Mogi das Cruzes;Suzano;DM - Suzano;1;1;30309;2;2017;19/02/2017;906;2017;SUZANO;DEL.POL.SUZANO;DEL.SEC.MOGI DAS CRUZES;DEMACRO;19/02/2017;31/12/1899 00:21:00;Via pública;RUA OSVALDO DE OLIVEIRA LIMA;0;-2,35636E+14;-4,63342E+16;Vítima;Masculino;33;09/07/1983;Preta;MOTORISTA;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Osasco;Osasco;001 DP - Osasco;1;1;30418;2;2017;14/02/2017;1165;2017;OSASCO;05º D.P. OSASCO;DEL.SEC.OSASCO;DEMACRO;14/02/2017;31/12/1899 04:22:00;Via pública;RUA MARIA QUINTINA DOS SANTOS;102;-2,35412E+16;-4,67956E+16;Vítima;Masculino;51;05/06/1965;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Osasco;Osasco;002 DP - Osasco;1;1;30418;2;2017;08/02/2017;980;2017;OSASCO;05º D.P. OSASCO;DEL.SEC.OSASCO;DEMACRO;07/02/2017;31/12/1899 23:53:00;Restaurante e afins;AVENIDA NOVO OSASCO;1166;-2,35684E+16;-4679052884;Vítima;Masculino;39;28/05/1977;Branca;COMERCIANTE;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Osasco;Osasco;002 DP - Osasco;1;1;30418;2;2017;22/02/2017;1448;2017;OSASCO;05º D.P. OSASCO;DEL.SEC.OSASCO;DEMACRO;22/02/2017;31/12/1899 02:17:00;Via pública;RUA DOM FRANCISCO MANOEL VIEIRA;0;-2,35739E+16;-4,6809E+16;Vítima;Masculino;21;11/11/1995;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Osasco;Osasco;006 DP - Osasco;1;1;30418;2;2017;10/02/2017;1069;2017;OSASCO;05º D.P. OSASCO;DEL.SEC.OSASCO;DEMACRO;10/02/2017;31/12/1899 19:00:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Feminino;50;29/12/1966;Branca;PRENDAS DOMESTICAS;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEMACRO;SEC Santo André;Mauá;001 DP - Mauá;1;1;30124;2;2017;19/02/2017;1246;2017;MAUA;01º DP MAUA-DR.ALFREDO GARBINO;DEL.SEC.SANTO ANDRÉ;DEMACRO;19/02/2017;31/12/1899 22:45:00;Serviços e bens públicos;RUA DOM JOSÉ GÁSPAR;101;-2,36698E+16;-4,64611E+16;Vítima;Masculino;NULL;NULL;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
